20190522,金州,金石滩,鲁能胜地琴海园,5室4厅,251平米,15000
20190522,金州,金石滩,鲁能优山美地,3室1厅,88平米,2800
20190522,金州,金石滩,大连金石滩鲁能胜地,3室2厅,133平米,1250
20190522,金州,金石滩,御景园,2室1厅,70平米,1500
20190522,金州,金石滩,鲁能胜地琴海园,2室2厅,95平米,3000
20190522,金州,金石滩,大连金石滩鲁能胜地,3室2厅,104平米,1500
20190522,金州,金石滩,大连金石滩鲁能胜地,3室1厅,88平米,3000
20190522,金州,金石滩,大连金石滩鲁能胜地,3室1厅,88平米,3000
20190522,金州,金石滩,大连金石天成,2室1厅,85平米,2500
20190522,金州,金石滩,鲁能优山美地,2室1厅,53平米,1800
20190522,金州,金石滩,大连金石滩鲁能胜地,2室1厅,55平米,2500
20190522,金州,金石滩,鲁能胜地琴海园,3室1厅,90平米,2500
20190522,金州,金石滩,保亿丽景山,2室1厅,81平米,2500
20190522,金州,金石滩,纳帕溪谷御山,3室2厅,120平米,2000
20190522,金州,金石滩,大连金石滩鲁能胜地,2室1厅,55平米,1600
20190522,金州,金石滩,金石明珠,2室1厅,66平米,1700
20190522,金州,金石滩,鲁能胜地琴海园,2室2厅,96平米,2500
20190522,金州,金石滩,王仔假日,1室1厅,60平米,1400
20190522,金州,金石滩,阳光地中海,3室2厅,134平米,3300
20190522,金州,金石滩,纳帕溪谷御山,3室2厅,125平米,3500
20190522,金州,金石滩,大连金石滩鲁能胜地,3室2厅,104平米,2600
20190522,金州,金石滩,王仔假日,2室1厅,86平米,2500
20190522,金州,金石滩,远洋假日养生庄园,2室1厅,59平米,1800
20190522,金州,金石滩,远洋假日养生庄园,1室1厅,58平米,1400
20190522,金州,金石滩,王仔假日,2室1厅,83平米,2500
20190522,金州,金石滩,金石小区,2室1厅,75平米,1500
20190522,金州,金石滩,王仔假日,1室1厅,44平米,1600
20190522,金州,金石滩,金石小区,2室1厅,73平米,1100
20190522,金州,金石滩,大连金石天成,3室1厅,110平米,2800
20190522,金州,金石滩,大连金石天成,1室1厅,60平米,1500
20190522,金州,金石滩,大连金石天成,2室2厅,80平米,2400
20190522,金州,金石滩,鲁能优山美地,6室2厅,290平米,18888
20190522,金州,金石滩,御景园,2室0厅,52平米,1500
20190522,金州,金石滩,鲁能胜地琴海园,2室2厅,98平米,3500
20190522,金州,金石滩,金海人家,2室1厅,78平米,16000
20190522,金州,金石滩,鲁能优山美地,3室1厅,88平米,2000
20190522,金州,金石滩,德嘉与海,3室1厅,86平米,2400
20190522,金州,金石滩,鲁能优山美地拂海园,3室2厅,170平米,6000
20190522,金州,金石滩,金石小区,2室1厅,64平米,1700
20190522,金州,金石滩,阳光地中海,3室1厅,110平米,2800
20190522,金州,金石滩,鲁能优山美地,3室2厅,107平米,1500
20190522,金州,金石滩,远洋假日养生庄园,1室1厅,52平米,1500
20190522,金州,金石滩,鲁能胜地逸海园,4室3厅,326平米,13000
20190522,金州,金石滩,金石明珠,1室1厅,59平米,1680
20190522,金州,金石滩,王仔假日,1室1厅,44平米,1600
20190522,金州,金石滩,纳帕溪谷御山,2室1厅,89平米,2200
20190522,金州,金石滩,御景园,2室2厅,80平米,2000
20190522,金州,金石滩,远洋假日养生庄园,2室2厅,95平米,2500
20190522,金州,金石滩,保亿丽景山,2室1厅,78平米,2099
20190522,金州,金石滩,金馨园三区,2室1厅,65平米,900
20190522,金州,金石滩,金石城,3室2厅,107平米,1600
20190522,金州,金石滩,整租·大连金石滩鲁能胜地,2室1厅,76平米,1500
20190522,金州,金石滩,大连金石滩鲁能胜地,4室2厅,130平米,3800
20190522,金州,金石滩,德嘉与海,3室1厅,80平米,2300
20190522,金州,金石滩,远洋假日养生庄园,2室2厅,87平米,800
20190522,金州,金石滩,整租·金石明珠,2室1厅,65平米,1650
20190522,金州,金石滩,鲁能胜地琴海园,2室2厅,97平米,2600
20190522,金州,金石滩,大连金石滩鲁能胜地,3室2厅,88平米,1500
20190522,金州,金石滩,大连金石滩鲁能胜地,3室2厅,88平米,1500
20190522,金州,金石滩,大连金石滩鲁能胜地,3室2厅,88平米,1500
20190522,金州,金石滩,水木华庭,2室2厅,110平米,2700
20190522,金州,金石滩,远洋假日养生庄园,2室1厅,87平米,2200
20190522,金州,金石滩,金石城,2室2厅,89平米,2500
20190522,金州,金石滩,鲁能胜地琴海园,2室2厅,97平米,3400
20190522,金州,金石滩,阳光地中海,3室2厅,118平米,2700
20190522,金州,金石滩,大连金石天成,2室2厅,90平米,2100
20190522,金州,金石滩,保亿丽景山,2室2厅,87平米,2500
20190522,金州,金石滩,鲁能胜地琴海园,3室2厅,123平米,3600
20190522,金州,金石滩,金石明珠,1室1厅,54平米,1600
20190522,金州,金石滩,金石城,2室2厅,90平米,2500
20190522,金州,金石滩,远洋假日养生庄园,3室2厅,100平米,2100
20190522,金州,金石滩,大连金石天成,1室1厅,59平米,1500
20190522,金州,金石滩,金石小区,2室1厅,72平米,1000
20190522,金州,金石滩,金石城,2室2厅,88平米,2500
20190522,金州,金石滩,鲁能优山美地,2室2厅,110平米,4500
20190522,金州,金石滩,御景园,2室1厅,81平米,2200
20190522,金州,金石滩,大连金石天成,2室2厅,97平米,2700
20190522,金州,金石滩,保亿丽景山,3室2厅,97平米,2600
20190522,金州,金石滩,大连金石天成,2室2厅,89平米,2000
20190522,金州,金石滩,水木华庭,3室2厅,87平米,2000
20190522,金州,金石滩,金石城,2室1厅,88平米,2800
20190522,金州,金石滩,金石城,2室2厅,92平米,3000
20190522,金州,金石滩,鲁能胜地琴海园,2室2厅,90平米,3600
20190522,金州,金石滩,远洋假日养生庄园,1室1厅,57平米,1400
20190522,金州,金石滩,远洋假日养生庄园,1室1厅,56平米,1300
20190522,金州,金石滩,大连金石天成,1室2厅,58平米,1600
20190522,金州,金石滩,纳帕溪谷御山,2室1厅,91平米,2600
20190522,金州,金石滩,金海人家,3室2厅,129平米,2100
20190522,金州,金石滩,金石城,3室2厅,105平米,2400
20190522,金州,金石滩,金海人家,1室1厅,62平米,1400
20190522,金州,金石滩,金石小区,2室1厅,72平米,1200
20190522,金州,金石滩,鲁能优山美地,3室2厅,105平米,3000
20190522,金州,金石滩,大连金石滩鲁能胜地,2室2厅,88平米,2400
20190522,金州,金石滩,东方百合海韵生活馆,2室2厅,110平米,2500
